make,model,yom,transmission,fuel_type,engine_capacity,mileage,price
SUZUKI,ALTO,2014,MANUAL,PETROL,800,99125,3875000
SUZUKI,HUSTLER,2016,AUTOMATIC,HYBRID,660,96300,6600000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,78125,3995000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,125000,3875000
SUZUKI,HUSTLER,2017,AUTOMATIC,PETROL,660,97000,6800000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,92000,3890000
SUZUKI,HUSTLER,2016,AUTOMATIC,HYBRID,660,110000,6450000
SUZUKI,MARUTI 800,2011,MANUAL,PETROL,800,148000,2560000
SUZUKI,SWIFT,2017,AUTOMATIC,PETROL,990,105000,8925000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,39000,4050000
SUZUKI,ALTO,2014,MANUAL,PETROL,800,60500,3900000
SUZUKI,ALTO,2016,MANUAL,PETROL,800,91200,3890000
SUZUKI,WAGON R,2018,AUTOMATIC,PETROL,660,63000,7150000
SUZUKI,A-STAR,2011,MANUAL,PETROL,1000,291000,4500000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,114000,3825000
SUZUKI,WAGON R FX,2024,AUTOMATIC,PETROL,660,1500,8700000
SUZUKI,WAGON R STINGRAY,2017,AUTOMATIC,HYBRID,660,84000,7375000
SUZUKI,HUSTLER J STYLE,2015,AUTOMATIC,PETROL,650,82000,6325000
SUZUKI,WAGON R STINGRAY,2019,AUTOMATIC,PETROL,650,99850,7550000
SUZUKI,SPACIA,2016,AUTOMATIC,HYBRID,650,142000,6800000
SUZUKI,WAGON R FX,2018,AUTOMATIC,PETROL,1200,65171,7375000
SUZUKI,BALENO,2020,AUTOMATIC,PETROL,1000,64100,8890000
SUZUKI,MARUTI,2006,MANUAL,PETROL,-,0,1875000
SUZUKI,SWIFT BEETLE,2004,AUTOMATIC,PETROL,1300,115000,5400000
SUZUKI,A-STAR,2011,AUTOMATIC,PETROL,1000,74000,4790000
SUZUKI,WAGON R STINGRAY TURBO,2023,AUTOMATIC,PETROL,660,2650,9550000
SUZUKI,ALTO,2011,MANUAL,PETROL,800,145000,3240000
SUZUKI,WAGON R FZ,2018,AUTOMATIC,HYBRID,658,139000,7000000
SUZUKI,HUSTLER,2017,AUTOMATIC,PETROL,600,100000,6550000
SUZUKI,ALTO K10,2011,MANUAL,PETROL,1000,90000,3175000
SUZUKI,ALTO K10,2011,MANUAL,PETROL,1000,160000,3500000
SUZUKI,MARUTI,2007,MANUAL,PETROL,800,-,2395000
SUZUKI,MARUTI 800,2005,MANUAL,PETROL,800,31000,1700000
SUZUKI,WAGON R STINGRAY,2018,AUTOMATIC,PETROL,650,79000,7400000
SUZUKI,SPACIA CUSTOM,2018,AUTOMATIC,PETROL,660,63000,8995000
SUZUKI,ALTO,2023,AUTOMATIC,PETROL,660,4800,7335000
SUZUKI,WAGON R STINGRAY,2014,AUTOMATIC,HYBRID,650,110007,6290000
SUZUKI,WAGON R FZ,2017,AUTOMATIC,PETROL,650,88354,7195000
SUZUKI,WAGON R FZ PREMIUM,2017,AUTOMATIC,HYBRID,650,55996,7295000
SUZUKI,WAGON R FZ,2017,AUTOMATIC,HYBRID,650,67000,7175000
SUZUKI,MARUTI 800,2007,MANUAL,PETROL,800,104000,2100000
SUZUKI,WAGON R STINGRAY,2016,AUTOMATIC,PETROL,650,88000,6475000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,102000,3890000
SUZUKI,ALTO,2006,MANUAL,PETROL,800,110000,2575000
SUZUKI,SPACIA,2017,AUTOMATIC,PETROL,650,-,8350000
SUZUKI,MARUTI,2011,MANUAL,PETROL,800,78000,2550000
SUZUKI,ALTO JAPAN,1998,MANUAL,PETROL,660,144000,2175000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,82000,3725000
SUZUKI,LIANA,2006,MANUAL,PETROL,1328,117000,3825000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,104000,3850000
SUZUKI,WAGON R FZ,2015,AUTOMATIC,PETROL,650,63000,5900000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,113565,3825000
SUZUKI,CELERIO,2015,AUTOMATIC,PETROL,1000,73000,5390000
SUZUKI,SWIFT INDIAN,2006,MANUAL,PETROL,1300,135618,4350000
SUZUKI,CELERIO,2015,AUTOMATIC,PETROL,1000,73000,5390000
SUZUKI,SPACIA,2017,AUTOMATIC,HYBRID,650,95000,6150000
SUZUKI,WAGON R STINGRAY,2018,AUTOMATIC,HYBRID,650,99000,7650000
SUZUKI,SWIFT,2017,AUTOMATIC,PETROL,1000,72000,9250000
SUZUKI,WAGON R STINGRAY,2018,AUTOMATIC,HYBRID,650,105000,7500000
SUZUKI,SWIFT,2008,AUTOMATIC,PETROL,1300,139000,6500000
SUZUKI,ALTO K10,2016,AUTOMATIC,PETROL,1000,122000,4950000
SUZUKI,SWIFT CENTER ANTERNNA,2003,AUTOMATIC,PETROL,1300,160000,4525000
SUZUKI,MARUTI,2007,MANUAL,PETROL,790,85000,1975000
SUZUKI,WAGON R CUSTOM Z,2024,AUTOMATIC,HYBRID,660,2280,9650000
SUZUKI,WAGON R FX SAFETY,2024,AUTOMATIC,PETROL,660,3367,8650000
SUZUKI,WAGON R,2014,AUTOMATIC,HYBRID,650,58500,6200000
SUZUKI,EVERY,2017,AUTOMATIC,PETROL,650,140000,6090000
SUZUKI,EVERY,2018,AUTOMATIC,PETROL,650,60000,6350000
SUZUKI,EVERY,2011,AUTOMATIC,PETROL,-,-,5550000
SUZUKI,EVERY,2006,AUTOMATIC,PETROL,650,145000,4975000
SUZUKI,EVERY,2018,AUTOMATIC,PETROL,650,80000,6625000
SUZUKI,EVERY,2016,AUTOMATIC,PETROL,650,85000,5785000
SUZUKI,VITARA,2013,AUTOMATIC,PETROL,2000,105000,9900000
SUZUKI,GRAND VITARA,2004,AUTOMATIC,PETROL,2750,120000,7000000
SUZUKI,GRAND VITARA,2007,AUTOMATIC,PETROL,2000,196000,7750000
MICRO,TREND,2010,AUTOMATIC,PETROL,1000,120000,2275000
MICRO,EMGRAND 7,2015,AUTOMATIC,PETROL,1800,110,5120000
MICRO,REXTON POWER UP,2008,AUTOMATIC,DIESEL,2500,150000,7450000
MICRO,ALMAZ,2022,AUTOMATIC,PETROL,1500,41000,18000000
MICRO,KORANDO,2014,AUTOMATIC,DIESEL,2000,104000,8300000
MICRO,ACTYON,2011,AUTOMATIC,DIESEL,2500,113000,4900000
MICRO,REXTON,2009,AUTOMATIC,DIESEL,2700,197000,7575000
MICRO,KYRON,2009,AUTOMATIC,DIESEL,2000,100000,5250000
MICRO,KYRON 200XDI,2007,AUTOMATIC,DIESEL,2000,200000,5990000
MITSUBISHI,LANCER EX,2008,AUTOMATIC,PETROL,1495,1,8875000
MITSUBISHI,LANCER WAGON,1979,MANUAL,PETROL,1400,200000,825000
MITSUBISHI,LANCER,1988,MANUAL,PETROL,1500,12500,598000
MITSUBISHI,LANCER BOX,1980,MANUAL,PETROL,1400,1111,875000
MITSUBISHI,LANCER CB8,1993,MANUAL,DIESEL,2000,329190,1950000
MITSUBISHI,LANCER BOX,1983,MANUAL,PETROL,1400,12455,1025000
MITSUBISHI,LANCER CS1,2007,MANUAL,PETROL,1300,111111,6375000
MITSUBISHI,LANCER,1982,MANUAL,PETROL,1200,100000,1090000
MITSUBISHI,LANCER BOX,1980,MANUAL,PETROL,1500,-,985000
MITSUBISHI,LANCER BOX,1981,MANUAL,PETROL,1400,12345678,1190000
MITSUBISHI,MIRAGE ASTI,1994,MANUAL,PETROL,1290,144444,1850000
MITSUBISHI,LANCER CS1,2004,MANUAL,PETROL,1300,167000,5575000
MITSUBISHI,C12V,1985,MANUAL,PETROL,1500,234632,965000
MITSUBISHI,L300,1987,MANUAL,DIESEL,2300,44000,1350000
MITSUBISHI,L300,1983,MANUAL,PETROL,1430,125000,1425000
MITSUBISHI,L300,1986,MANUAL,DIESEL,2340,-,1740000
MITSUBISHI,PO15,1985,MANUAL,DIESEL,1200,100000,2700000
MITSUBISHI,L300,1986,MANUAL,DIESEL,-,685222,1485000
MITSUBISHI,DELICA L300,1982,MANUAL,DIESEL,2500,66666,1175000
MITSUBISHI,L300,1990,MANUAL,DIESEL,2500,124535,1275000
MITSUBISHI,DELICA T120,1976,MANUAL,PETROL,1400,-,495000
MITSUBISHI,L300,1987,MANUAL,PETROL,-,-,1550000
MITSUBISHI,L300,2011,MANUAL,DIESEL,2477,44000,6800000
MITSUBISHI,MITSUBISHI,2012,AUTOMATIC,PETROL,660,84000,4990000
MITSUBISHI,L300,1981,MANUAL,PETROL,1400,1111111,945000
MITSUBISHI,MINICAB,2001,MANUAL,PETROL,650,186000,3175000
MITSUBISHI,PAJERO V34,1992,MANUAL,DIESEL,2500,500000,7500000
MITSUBISHI,PAJERO 4D56 CLO49,1990,MANUAL,DIESEL,2500,190000,6650000
MITSUBISHI,PAJERO MK1,1990,MANUAL,DIESEL,2500,-,5850000
MITSUBISHI,4DR5 J24 JEEP,1980,MANUAL,DIESEL,2659,57649,2850000
MITSUBISHI,OUTLANDER,2014,AUTOMATIC,HYBRID,2000,72250,14500000
MITSUBISHI,ECLIPSE CROSS,2019,AUTOMATIC,PETROL,1499,124000,17250000
MITSUBISHI,MONTERO SPORT,2012,AUTOMATIC,DIESEL,2500,144000,16100000
MITSUBISHI,LANCER EVOLUTION X SST,2011,AUTOMATIC,PETROL,2000,80000,16590000
MITSUBISHI,PAJERO,1989,MANUAL,DIESEL,2500,100000,5650000
MITSUBISHI,MONTERO,2013,AUTOMATIC,DIESEL,3200,120000,23500000
MITSUBISHI,MONTERO V6,2003,AUTOMATIC,PETROL,3500,145000,12500000
MITSUBISHI,PAJERO,1988,MANUAL,DIESEL,2600,260000,7290000
MITSUBISHI,PAJERO,1989,MANUAL,DIESEL,2500,300000,6500000
MITSUBISHI,PAJERO IO,2001,AUTOMATIC,PETROL,20000,190000,6375000
MITSUBISHI,MONTERO,2006,AUTOMATIC,PETROL,3500,135000,14500000
MITSUBISHI,PAJERO,2000,MANUAL,PETROL,1990,254325,6285000
MITSUBISHI,4DR5,1980,MANUAL,DIESEL,-,-,1950000
MITSUBISHI,L300 DELICA,1986,MANUAL,DIESEL,2600,100000,1600000
MITSUBISHI,MITSUBISHI,2006,MANUAL,DIESEL,2700,58742,7750000
MITSUBISHI,TRITON L200 HILUX,2020,AUTOMATIC,DIESEL,2490,74000,20700000
MAHINDRA,KUV,2024,AUTOMATIC,DIESEL,1200,0,8495000
MAHINDRA,BOLERO,2025,MANUAL,DIESEL,2523,-,4995000
MAHINDRA,BOLERO,2010,MANUAL,DIESEL,2500,2900,2050000
MAHINDRA,BOLERO,2012,MANUAL,DIESEL,2500,92000,2640000
MAHINDRA,BOLERO LX,2007,MANUAL,DIESEL,2500,260000,4300000
MAHINDRA,BOLERO,2025,MANUAL,DIESEL,2523,0,4995000
MAHINDRA,SCORPIO,2007,MANUAL,DIESEL,2498,-,3350000
MAHINDRA,BOLERO MAXI TRUCK,2016,MANUAL,DIESEL,2523,122000,3700000
MAHINDRA,BOLERO,2025,MANUAL,DIESEL,2523,-,4995000
MAHINDRA,BOLERO,2006,MANUAL,DIESEL,-,-,1850000
MAHINDRA,BOLERO,2025,MANUAL,DIESEL,2523,-,4995000
MAZDA,6,2015,AUTOMATIC,PETROL,2000,970000,14200000
MAZDA,AXELA,2013,AUTOMATIC,HYBRID,2000,164000,12500000
MAZDA,FAMIIA BF3P,1985,MANUAL,PETROL,1300,0,15065000
MAZDA,FAMILIA,1987,MANUAL,PETROL,1500,125000,975000
MAZDA,DEMIO,1996,AUTOMATIC,PETROL,1320,61200,2985000
MAZDA,FLAIR,2024,AUTOMATIC,HYBRID,650,4500,9375000
MAZDA,MR 90,1992,MANUAL,PETROL,1400,-,695000
MAZDA,BONGO,2000,MANUAL,DIESEL,1780,-,5650000
MAZDA,SCRUM,2015,MANUAL,PETROL,650,240000,5300000
MAZDA,MAZDA,1985,MANUAL,DIESEL,-,117149,2950000
MAZDA,BRAWNY,2007,MANUAL,DIESEL,2180,152000,6700000
MAZDA,BONGO,2000,MANUAL,DIESEL,2180,241000,4450000
MAZDA,BONGO BRAWNY,1997,MANUAL,DIESEL,-,0,3750000
MAZDA,BONGO,1999,MANUAL,DIESEL,2180,362000,4100000
MAZDA,BONGO,2001,MANUAL,DIESEL,1950,220000,5350000
DAIHATSU,MIRA,2016,AUTOMATIC,PETROL,660,67000,5690000
DAIHATSU,MIRA L710,2001,MANUAL,PETROL,660,190000,2890000
DAIHATSU,BOON,2016,AUTOMATIC,PETROL,1000,57000,7450000
DAIHATSU,MIRA EIS G SA3,2024,AUTOMATIC,PETROL,660,5500,8175000
DAIHATSU,MIRA,2023,AUTOMATIC,PETROL,660,5000,7100000
DAIHATSU,MIRA ES SAFETY,2023,AUTOMATIC,PETROL,650,1900,6950000
DAIHATSU,MOVE,1999,AUTOMATIC,PETROL,1000,168000,3350000
DAIHATSU,MIRA,2016,AUTOMATIC,PETROL,650,81000,5625000
DAIHATSU,CUORE,1998,MANUAL,PETROL,650,170000,1775000
DAIHATSU,MIRA,2016,AUTOMATIC,PETROL,650,75029,6190000
DAIHATSU,MIRA,2025,AUTOMATIC,PETROL,-,100,8075000
DAIHATSU,TANTO,2023,AUTOMATIC,PETROL,650,1000,9400000
DAIHATSU,HIJET,2018,AUTOMATIC,PETROL,650,83000,6465000
DAIHATSU,HIJET,2016,AUTOMATIC,PETROL,650,150000,4850000
DAIHATSU,HIJET,2018,AUTOMATIC,PETROL,660,119000,6445000
DAIHATSU,TERIOS,2015,AUTOMATIC,PETROL,1495,69000,12000000
HYUNDAI,STELLAR,1984,MANUAL,PETROL,1300,139000,875000
HYUNDAI,SONATA,2003,AUTOMATIC,PETROL,2000,150000,2500000
HYUNDAI,SANTA FE,2007,AUTOMATIC,PETROL,2,260000,8200000
HYUNDAI,TUCSON,2011,AUTOMATIC,PETROL,1998,177000,8500000
HYUNDAI,SANTA FE,2013,AUTOMATIC,DIESEL,2200,73000,13900000
HYUNDAI,TUCSON IX35,2014,AUTOMATIC,DIESEL,2000,117000,11700000
KIA,RIO,2002,MANUAL,PETROL,1500,85000,2275000
KIA,RIO,2002,AUTOMATIC,PETROL,1500,197320,2475000
KIA,SORENTO,2015,AUTOMATIC,DIESEL,2200,138000,23500000
KIA,SPORTAGE,2011,AUTOMATIC,PETROL,2000,255454,91500000
KIA,SPORTAGE,2013,AUTOMATIC,DIESEL,2000,97000,12900000
KIA,SORENTO,2015,AUTOMATIC,DIESEL,2200,153000,22800000
KIA,SPORTAGE,2011,AUTOMATIC,PETROL,2000,138456,9400000
BMW,318I M SPORT,2018,AUTOMATIC,PETROL,1500,60000,23600000
BMW,320I,2011,AUTOMATIC,PETROL,1990,145000,11000000
BMW,318I M SPORT,2018,AUTOMATIC,PETROL,1500,33500,23500000
BMW,520D,2015,AUTOMATIC,PETROL,1995,89000,27500000
BMW,520I,2012,AUTOMATIC,PETROL,2000,41000,18850000
BMW,520D MSPORT,2013,AUTOMATIC,DIESEL,2000,130000,24500000
BMW,520D,2006,AUTOMATIC,DIESEL,2000,140491,11695000
BMW,740,2014,AUTOMATIC,HYBRID,2979,41000,37500000
BMW,X1 M SPORT,2018,AUTOMATIC,PETROL,1500,71000,21000000
BMW,X5,2016,AUTOMATIC,HYBRID,2000,78000,26000000
BMW,X1,2024,AUTOMATIC,PETROL,1500,0,43590000
BMW,X2,2019,AUTOMATIC,PETROL,1500,54500,23500000
PERODUA,VIVA ELITE,2011,AUTOMATIC,PETROL,1000,206000,4400000
PERODUA,BEZZA,2018,AUTOMATIC,PETROL,1000,115000,6475000
PERODUA,VIVA ELITE,2010,AUTOMATIC,PETROL,1000,148000,4325000
TATA,NANO,2015,MANUAL,PETROL,615,131800,1740000
TATA,NANO,2012,MANUAL,PETROL,624,193500,1328000
TATA,NANO TWIST XM,2016,MANUAL,PETROL,624,114000,2090000
TATA,WINGER,2012,MANUAL,DIESEL,2,70000,3200000
TATA,XENON,2016,MANUAL,DIESEL,3000,96000,2950000
TATA,207,2011,MANUAL,DIESEL,-,-,1575000
TATA,207,2009,MANUAL,DIESEL,2956,78,1475000
TATA,XENON,2011,AUTOMATIC,DIESEL,2956,121000,2500000
TATA,XENON,2015,MANUAL,DIESEL,2900,35593,3275000
TATA,XENON,2016,MANUAL,DIESEL,3000,53000,3500000
TATA,XENON,2015,MANUAL,DIESEL,3000,68000,3165000
NISSAN,N16 SUNNY EX SALOON,2004,AUTOMATIC,PETROL,1300,199000,4300000
NISSAN,SUNNY CB12 TRAD SUNNY,1990,MANUAL,PETROL,1500,276500,2150000
NISSAN,K10,1985,MANUAL,PETROL,1000,100000,1080000
NISSAN,PULSAR,1983,MANUAL,PETROL,1,55555,575000
NISSAN,DAYZ,2015,AUTOMATIC,PETROL,650,86200,6250000
NISSAN,MARCH,2001,AUTOMATIC,PETROL,1000,95850,3795000
NISSAN,FB15,2003,AUTOMATIC,PETROL,1500,125000,4650000
NISSAN,CEFIRO A33,2001,AUTOMATIC,PETROL,1995,210000,3650000
NISSAN,BLUEBIRD SYLPHY,2000,AUTOMATIC,PETROL,1800,180000,4150000
NISSAN,FB15,2003,AUTOMATIC,PETROL,1490,-,4850000
NISSAN,SUNNY,1980,MANUAL,PETROL,1400,11111,480000
NISSAN,WINGROAD VFY11,2001,AUTOMATIC,PETROL,1500,210000,4550000
NISSAN,FB13 DOCTOR SUNNY,1993,MANUAL,PETROL,1500,148400,2975000
NISSAN,FB15 EX SALOON,2004,AUTOMATIC,PETROL,1300,50,4500000
NISSAN,HB11 GL MODEL,1984,MANUAL,PETROL,1300,75000,880000
NISSAN,BLUEBIRD SYLPHY,2010,AUTOMATIC,PETROL,1500,213000,5600000
NISSAN,HB11,1986,MANUAL,PETROL,1300,198600,975000
NISSAN,AD WAGON,1997,MANUAL,PETROL,1300,180000,2275000
NISSAN,MARCH K11,2000,AUTOMATIC,PETROL,1000,1111,3300000
NISSAN,MARCH K11,2003,AUTOMATIC,PETROL,1000,195000,3485000
NISSAN,AD WAGON WINGROAD VY11,2003,AUTOMATIC,PETROL,1500,231000,3425000
NISSAN,CEFIRO,2004,AUTOMATIC,PETROL,3,154,5950000
NISSAN,MARCH K11,2001,AUTOMATIC,PETROL,1000,121000,3390000
NISSAN,PRESEA,1997,AUTOMATIC,PETROL,1500,120000,3200000
NISSAN,HB12 TRAD SUNNY,1989,MANUAL,PETROL,1500,1234567890,1135000
NISSAN,AD WAGON Y10,2002,AUTOMATIC,DIESEL,2000,214500,2450000
NISSAN,HB11,1983,MANUAL,PETROL,1500,200000,985000
NISSAN,SUNNY B310,1980,MANUAL,PETROL,1200,80000,550000
NISSAN,SUNNY B14,1999,AUTOMATIC,PETROL,1300,-,1650000
NISSAN,MARCH K11,2000,AUTOMATIC,PETROL,1348,140800,3300000
NISSAN,HB12,1987,MANUAL,PETROL,-,4500,1650000
NISSAN,DAYZ,2023,AUTOMATIC,PETROL,650,3419,8290000
NISSAN,MARCH K11,2000,AUTOMATIC,PETROL,1000,235000,3650000
NISSAN,N16,2001,AUTOMATIC,PETROL,1490,138000,4250000
NISSAN,SUNNY B310,1979,MANUAL,PETROL,1400,-,750000
NISSAN,AD WAGON,1997,MANUAL,DIESEL,1970,285000,1935000
NISSAN,MARCH K11,2000,AUTOMATIC,PETROL,1000,120000,2800000
NISSAN,N16 SYLPHY,2002,AUTOMATIC,PETROL,1500,178000,4825000
NISSAN,DOCTOR SUNNY FB13,1993,MANUAL,DIESEL,1700,168000,2050000
NISSAN,SB14,1997,AUTOMATIC,DIESEL,1890,167000,3175000
NISSAN,LEAF ZERO EMISSION UK,2018,AUTOMATIC,ELECTRIC,80,117000,11800000
NISSAN,MARCH,2000,AUTOMATIC,PETROL,1300,215000,3250000
NISSAN,FB13,1994,MANUAL,PETROL,1300,245124,1995000
NISSAN,FB15,2000,AUTOMATIC,PETROL,1500,207447,4200000
NISSAN,AD WAGON Y10,1995,MANUAL,PETROL,1300,270000,1950000
NISSAN,FB15 SUPER SALOON,2000,AUTOMATIC,PETROL,1500,234000,4200000
NISSAN,TRAD SUNNY FB12,1988,MANUAL,PETROL,1500,215000,2075000
NISSAN,PULSAR FN15,1999,MANUAL,PETROL,1490,236580,3200000
NISSAN,BLUEBIRD,1997,MANUAL,PETROL,1500,150000,2650000
NISSAN,VANETTE,1995,MANUAL,DIESEL,2480,125000,3150000
NISSAN,DA17,2024,AUTOMATIC,PETROL,-,1000,9400000
NISSAN,CARAVAN,1987,MANUAL,DIESEL,2900,150000,2250000
NISSAN,VANETTE HIGH ROOF,2002,MANUAL,DIESEL,2,223357,5750000
NISSAN,VANETTE,1993,MANUAL,DIESEL,1950,193500,3650000
NISSAN,SS28VN,1996,MANUAL,DIESEL,2180,226392,4550000
NISSAN,CARAVAN QD32 VX GLL,2000,AUTOMATIC,DIESEL,3200,214000,7275000
NISSAN,CARAVAN,1998,MANUAL,DIESEL,-,-,8800000
NISSAN,CARAVAN SUPER LONG VX,1988,MANUAL,DIESEL,2700,-,6350000
NISSAN,CARAVAN,1980,MANUAL,DIESEL,3500,22222222,1775000
NISSAN,CLIPPER,2019,AUTOMATIC,PETROL,650,95000,6750000
NISSAN,CARAVAN E24,1995,MANUAL,DIESEL,2660,0,1875000
NISSAN,VANETTE,1988,MANUAL,DIESEL,1950,111,2200000
NISSAN,VANETTE,1991,MANUAL,DIESEL,1950,119000,2395000
NISSAN,CARAVAN,2000,MANUAL,DIESEL,2499,180000,6900000
NISSAN,CARAVAN E25,2008,AUTOMATIC,PETROL,2000,280000,8975000
NISSAN,JUKE,2012,AUTOMATIC,PETROL,1500,160000,7250000
NISSAN,X-TRAIL PREMIER,2016,AUTOMATIC,HYBRID,2000,88000,12275000
NISSAN,X-TRAIL T30,2006,MANUAL,PETROL,2500,200000,7250000
NISSAN,X-TRAIL,2013,AUTOMATIC,DIESEL,2000,63000,14000000
NISSAN,JUKE SAFETY UK,2020,AUTOMATIC,PETROL,1000,61000,15875000
NISSAN,NAVARA D40,2007,MANUAL,DIESEL,2488,114000,6995000
NISSAN,NAVARA,2010,AUTOMATIC,DIESEL,2500,199000,7100000
NISSAN,D21,1992,MANUAL,DIESEL,2300,200000,2400000
SUZUKI,MARUTI,2011,MANUAL,PETROL,650,122000,2355000
SUZUKI,ALTO,2013,MANUAL,PETROL,800,1410000,3585000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,80000,3985000
SUZUKI,MARUTI,2005,MANUAL,PETROL,800,65000,2000000
SUZUKI,ESTILO,2011,MANUAL,PETROL,998,121500,3885000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,125000,3875000
SUZUKI,ALTO,2010,MANUAL,PETROL,800,170000,3050000
SUZUKI,WAGON R FX,2023,AUTOMATIC,PETROL,650,6000,8250000
SUZUKI,MARUTI,2012,MANUAL,PETROL,800,57000,2480000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,40000,3950000
SUZUKI,SPACIA,2017,AUTOMATIC,HYBRID,650,119000,6950000
SUZUKI,WAGON R,2024,AUTOMATIC,HYBRID,660,-,8600000
SUZUKI,ALTO VXI,2020,MANUAL,PETROL,800,60000,5350000
SUZUKI,WAGON R,2017,AUTOMATIC,PETROL,660,101000,7200000
SUZUKI,ALTO,2011,MANUAL,PETROL,650,75000,2800000
SUZUKI,ALTO,2003,MANUAL,PETROL,800,-,2350000
SUZUKI,SPACIA,2017,AUTOMATIC,PETROL,650,69000,7950000
SUZUKI,MARUTI,2007,MANUAL,PETROL,800,30500,1950000
SUZUKI,ALTO SPORT,2010,MANUAL,PETROL,8800,105000,3125000
SUZUKI,ALTO JAPAN,2002,AUTOMATIC,PETROL,650,-,3475000
SUZUKI,SWIFT,2005,AUTOMATIC,PETROL,1320,-,4300000
SUZUKI,SPACIA CUSTOM XS,2025,AUTOMATIC,HYBRID,658,-,11950000
SUZUKI,SPACIA,2016,AUTOMATIC,PETROL,600,158000,700000
SUZUKI,ALTO JAPAN,2015,AUTOMATIC,PETROL,800,100000,4575000
SUZUKI,MARUTI 800,2006,MANUAL,PETROL,800,89000,1990000
SUZUKI,WAGON R,2018,AUTOMATIC,PETROL,800,82000,7825000
SUZUKI,WAGON R STINGRAY,2015,AUTOMATIC,HYBRID,-,144000,6050000
SUZUKI,SWIFT,2015,MANUAL,PETROL,1200,88000,5485000
SUZUKI,WAGON R,2006,MANUAL,PETROL,-,50000,3200000
SUZUKI,WAGON R FX,2017,AUTOMATIC,HYBRID,660,102000,6450000
SUZUKI,HUSTLER,2019,AUTOMATIC,PETROL,650,38000,7690000
SUZUKI,ALTO K10,2012,MANUAL,PETROL,1000,152000,3380000
SUZUKI,SPACIA SAFETY,2016,AUTOMATIC,HYBRID,650,109000,6475000
SUZUKI,MARUTI 800,2005,MANUAL,PETROL,800,55000,2150000
SUZUKI,WAGON R FX,2023,AUTOMATIC,HYBRID,650,6000,8200000
SUZUKI,SWIFT BEETLE,2006,AUTOMATIC,PETROL,1300,177000,5300000
SUZUKI,SPACIA CUSTOM TURBO,2018,AUTOMATIC,HYBRID,660,65000,8990000
SUZUKI,ALTO JAPAN,2004,AUTOMATIC,PETROL,650,92000,4150000
SUZUKI,WAGON R FX SAFETY,2017,AUTOMATIC,HYBRID,650,124000,6800000
SUZUKI,SWIFT RS TURBO,2017,AUTOMATIC,PETROL,1000,113200,8850000
SUZUKI,MARUTI,1981,MANUAL,PETROL,800,-,585000
SUZUKI,WAGON R STINGRAY,2017,AUTOMATIC,HYBRID,650,160000,6450000
SUZUKI,A-STAR ZXI ABS,2012,MANUAL,PETROL,998,51000,4880000
SUZUKI,WAGON R FX SAFETY,2024,AUTOMATIC,HYBRID,650,2040,8690000
SUZUKI,WAGON R FX SAFETY,2023,AUTOMATIC,HYBRID,650,5998,8590000
SUZUKI,WAGON R,2015,AUTOMATIC,PETROL,660,87500,6275000
SUZUKI,WAGON R FX,2018,AUTOMATIC,PETROL,660,85000,6650000
SUZUKI,ALTO LXI,2011,MANUAL,PETROL,796,132000,3175000
SUZUKI,MARUTI,2011,MANUAL,PETROL,800,79000,2425000
SUZUKI,ALTO,2006,MANUAL,PETROL,800,114000,3000000
SUZUKI,ALTO 800 LXI,2015,MANUAL,PETROL,-,120000,3750000
SUZUKI,WAGON R,2018,AUTOMATIC,HYBRID,650,55600,7150000
SUZUKI,WAGON R STINGRAY,2018,AUTOMATIC,HYBRID,658,65000,7895000
SUZUKI,MARUTI,2011,MANUAL,PETROL,800,100000,2300000
SUZUKI,MARUTI,2011,MANUAL,PETROL,600,120000,2390000
SUZUKI,MARUTI,2011,MANUAL,PETROL,800,92000,2375000
SUZUKI,WAGON R STINGRAY,2017,AUTOMATIC,HYBRID,650,77600,7560000
SUZUKI,SPACIA,2016,AUTOMATIC,HYBRID,660,90000,5990000
SUZUKI,CULTUS,1987,MANUAL,PETROL,1300,165000,1450000
SUZUKI,SWIFT,2002,AUTOMATIC,PETROL,1300,125000,4200000
SUZUKI,WAGON R STINGRAY,2017,AUTOMATIC,PETROL,660,98000,7460000
SUZUKI,WAGON R FZ,2018,AUTOMATIC,PETROL,-,51000,7400000
SUZUKI,SWIFT,2004,AUTOMATIC,PETROL,1300,160000,4550000
SUZUKI,MARUTI,2012,MANUAL,PETROL,800,45250,2675000
SUZUKI,ALTO,2015,MANUAL,PETROL,800,74800,3925000
SUZUKI,WAGON R,2003,MANUAL,PETROL,1000,195,2790000
SUZUKI,ALTO K10,2016,AUTOMATIC,PETROL,1000,104000,4850000
SUZUKI,ALTO JAPAN,1999,MANUAL,PETROL,1000,124000,2500000
SUZUKI,ALTO 800,2019,MANUAL,PETROL,800,99000,6500000
