Date,Make,Type,Title,Location,Mileage,Overview Price,Detail Price,Engine CC,YOM,Post Make,Model,Gear,Fuel Type,Post URL,Image URL
8/1/2025,suzuki,cars,Suzuki Wagon R 2018 Car,Mirigama,88000 (km),"Rs. 8,100,000","Rs. 8,100,000",660,2018,Suzuki,Wagon R,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-mirigama-10132764,https://riyasewana.com/thumb/thumbsuzuki-wagan-r-12337085001.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R FZ 2018 Car,Kurunegala,83000 (km),"Rs. 7,490,000","Rs. 7,490,000",660,2018,Suzuki,Wagon R FZ,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10132712,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1231123591.jpg
8/1/2025,suzuki,cars,Suzuki Celerio 2016 Car,Kaduwela,108500 (km),Negotiable,Negotiable,1000,2016,Suzuki,Celerio,Automatic,Petrol,https://riyasewana.com/buy/suzuki-celerio-sale-kaduwela-10132651,https://riyasewana.com/thumb/thumbsuzuki-celerio-12243364941.jpg
8/1/2025,suzuki,cars,Suzuki Swift Hybrid 2017 Car,Kandy,114000 (km),"Rs. 9,500,000","Rs. 9,500,000",1300,2017,Suzuki,Swift Hybrid,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-hybrid-sale-kandy-10132642,https://riyasewana.com/thumb/thumbsuzuki-swift-hybrid-12240445001.jpg
8/1/2025,suzuki,cars,Suzuki Swift 2008 Car,Wennappuwa,155000 (km),Negotiable,Negotiable,1300,2008,Suzuki,Swift,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-sale-wennappuwa-10132617,https://riyasewana.com/thumb/thumbsuzuki-swift-122275022321.jpg
8/1/2025,suzuki,cars,Suzuki Alto Japan 2023 Car,Panadura,17000 (km),"Rs. 6,990,000","Rs. 6,990,000",660,2023,Suzuki,Alto Japan,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-japan-sale-panadura-10132616,https://riyasewana.com/thumb/thumbsuzuki-alto-japan-2023-122273112191.jpg
8/1/2025,suzuki,cars,Suzuki Spacia Custom Z Turbo 2017 Car,Kandy,48000 (km),Negotiable,Negotiable,659,2017,Suzuki,Spacia Custom Z Turbo,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kandy-10132588,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2017-122171012051.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Colombo,130000 (km),"Rs. 4,100,000","Rs. 4,100,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-colombo-10132563,https://riyasewana.com/thumb/thumbsuzuki-alto-2015-122081412241.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R FZ Premium 2018 Car,Ambalangoda,78940 (km),"Rs. 7,650,000","Rs. 7,650,000",660,2018,Suzuki,Wagon R FZ Premium,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-ambalangoda-10132537,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-122012512561.jpg
8/1/2025,suzuki,cars,Suzuki A-Star 2012 Car,Nittambuwa,54000 (km),"Rs. 4,690,000","Rs. 4,690,000",1000,2012,Suzuki,A-Star,Manual,Petrol,https://riyasewana.com/buy/suzuki-a-star-sale-nittambuwa-10132527,https://riyasewana.com/thumb/thumbsuzuki-astar-2012-121582712971.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Kurunegala,64668 (km),"Rs. 3,990,000","Rs. 3,990,000",660,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-10132459,https://riyasewana.com/thumb/thumbsuzuki-alto-2015-121400812391.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 2007 Car,Gampaha,83000 (km),"Rs. 2,350,000","Rs. 2,350,000",800,2007,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-gampaha-10132440,https://riyasewana.com/thumb/thumbsuzuki-maruti-121350422211.jpg
8/1/2025,suzuki,cars,Suzuki Esteem 2006 Car,Colombo,55000 (km),"Rs. 2,950,000","Rs. 2,950,000",1300,2006,Suzuki,Esteem,Manual,Petrol,https://riyasewana.com/buy/suzuki-esteem-sale-colombo-10132421,https://riyasewana.com/thumb/thumbsuzuki-esteem-121312422801.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 800 2008 Car,Anuradapura,54300 (km),"Rs. 2,350,000","Rs. 2,350,000",800,2008,Suzuki,Maruti 800,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-800-sale-anuradapura-10132392,https://riyasewana.com/thumb/thumbsuzuki-maruti-800-2008-121232012421.jpg
8/1/2025,suzuki,cars,Suzuki Spacia 2017 Car,Matugama,136589 (km),"Rs. 7,350,000","Rs. 7,350,000",650,2017,Suzuki,Spacia,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-sale-matugama-10132358,https://riyasewana.com/thumb/thumbsuzuki-car-12113565001.jpg
8/1/2025,suzuki,cars,Suzuki Alto Sport 2012 Car,Matara,71000 (km),Negotiable,Negotiable,800,2012,Suzuki,Alto Sport,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sport-sale-matara-10132328,https://riyasewana.com/thumb/thumbsuzuki-alto-sport-2012-121062412531.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2016 Car,Minuwangoda,96000 (km),Negotiable,Negotiable,800,2016,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-minuwangoda-10132294,https://riyasewana.com/thumb/thumbsuzuki-alto-1205948741.jpg
8/1/2025,suzuki,cars,Suzuki Alto Lxi 2015 Car,Minuwangoda,143000 (km),"Rs. 3,900,000","Rs. 3,900,000",800,2015,Suzuki,Alto Lxi,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-lxi-sale-minuwangoda-10132288,https://riyasewana.com/thumb/thumbsuzuki-alto-lxi-2015-120582312103.jpg
8/1/2025,suzuki,cars,Suzuki Alto Hybrid 2023 Car,Galle,10000 (km),"Rs. 7,250,000","Rs. 7,250,000",660,2023,Suzuki,Alto Hybrid,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-alto-hybrid-sale-galle-10132252,https://riyasewana.com/thumb/thumbsuzuki-alto-hybrid-2023-1204921120114.jpg
8/1/2025,suzuki,cars,Suzuki Vezel Rs LED 2019 Car,Colombo,130000 (km),"Rs. 14,900,000","Rs. 14,900,000",1500,2019,Suzuki,Vezel Rs LED,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-vezel-rs-sale-colombo-10132251,https://riyasewana.com/thumb/thumbsuzuki-vezel-rs-120484622931.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2013 Car,Galle,,"Rs. 3,675,000","Rs. 3,675,000",800,2013,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-galle-10132221,https://riyasewana.com/thumb/thumbsuzuki-alto-2013-120434612141.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R 2014 Car,Kurunegala,100000 (km),"Rs. 6,250,000","Rs. 6,250,000",600,2014,Suzuki,Wagon R,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10132220,https://riyasewana.com/thumb/thumbsuzuki-wagonr-12043444571.jpg
8/1/2025,suzuki,cars,Suzuki Swift Center Antenna 2004 Car,Kurunegala,178000 (km),"Rs. 46,750,000","Rs. 46,750,000",1320,2004,Suzuki,Swift Center Antenna,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-center-sale-kurunegala-10132193,https://riyasewana.com/thumb/thumbsuzuki-swift-center-2004-120391112821.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 800 2005 Car,Galle,66300 (km),"Rs. 2,250,000","Rs. 2,250,000",800,2005,Suzuki,Maruti 800,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-800-sale-galle-10132188,https://riyasewana.com/thumb/thumbsuzuki-maruti-800-2005-120375512821.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2010 Car,Nawalapitiya,95000 (km),Negotiable,Negotiable,800,2010,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-nawalapitiya-10132182,https://riyasewana.com/thumb/thumbsuzuki-alto-1203623471.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R FX 2017 Car,Kurunegala,89000 (km),Negotiable,Negotiable,650,2017,Suzuki,Wagon R FX,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10132154,https://riyasewana.com/thumb/thumbnissan-wagon-r-120294522191.jpg
8/1/2025,suzuki,cars,Suzuki HUSTLER 2015 Car,Kaduwela,90000 (km),"Rs. 6,590,000","Rs. 6,590,000",650,2015,Suzuki,HUSTLER,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-hustler-sale-kaduwela-10132129,https://riyasewana.com/thumb/thumbsuzuki-hustler-12023404561.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Kurunegala,70273 (km),"Rs. 4,080,000","Rs. 4,080,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-10132097,https://riyasewana.com/thumb/thumbsuzuki-alto-2015-120171512131.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fx Safety 2023 Car,Anuradapura,5000 (km),"Rs. 8,050,000","Rs. 8,050,000",660,2023,Suzuki,Wagon R Fx Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-10132080,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1201427561.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Stingray 2018 Car,Chilaw,70000 (km),"Rs. 7,975,000","Rs. 7,975,000",650,2018,Suzuki,Wagon R Stingray,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-chilaw-10132074,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-120161117711.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fx Safety 2023 Car,Anuradapura,6000 (km),"Rs. 8,050,000","Rs. 8,050,000",660,2023,Suzuki,Wagon R Fx Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-10132067,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1201116591.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Ganemulla,90000 (km),"Rs. 4,100,000","Rs. 4,100,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-ganemulla-10132045,https://riyasewana.com/thumb/thumbsuzuki-alto-2015-120061912831.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fz 2017 Car,Piliyandala,92000 (km),"Rs. 7,225,000","Rs. 7,225,000",660,2017,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-10132013,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1200031611.jpg
8/1/2025,suzuki,cars,Suzuki Swift 2007 Car,Kuliyapitiya,78500 (km),Negotiable,Negotiable,1300,2007,Suzuki,Swift,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-sale-kuliyapitiya-10131871,https://riyasewana.com/thumb/thumbsuzuki-swift-intelligent-119322722261.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 2006 Car,Kurunegala,56783 (km),"Rs. 2,240,000","Rs. 2,240,000",796,2006,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-kurunegala-10131870,https://riyasewana.com/thumb/thumbsuzuki-maruti-2006-119322712371.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Bandaragama,118200 (km),Negotiable,Negotiable,800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-bandaragama-10131839,https://riyasewana.com/thumb/thumbsuzuki-alto-11926184051.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Kegalle,113847 (km),"Rs. 4,050,000","Rs. 4,050,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kegalle-10131735,https://riyasewana.com/thumb/thumbsuzuki-alto-119113022921.jpg
8/1/2025,suzuki,cars,Suzuki Spacia 2023 Car,Gampaha,8 (km),"Rs. 10,900,000","Rs. 10,900,000",650,2023,Suzuki,Spacia,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-sale-gampaha-10131726,https://riyasewana.com/thumb/thumbsuzuki-spacia-2023-119094512151.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Stingray 2018 Car,Boralesgamuwa,78000 (km),"Rs. 7,875,000","Rs. 7,875,000",650,2018,Suzuki,Wagon R Stingray,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-boralesgamuwa-10131712,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-119070012651.jpg
8/1/2025,suzuki,cars,Suzuki Spacia Custom Z Safety 2017 Car,Kurunegala,94000 (km),"Rs. 7,650,000","Rs. 7,650,000",650,2017,Suzuki,Spacia Custom Z Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-10131706,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2017-119060812451.jpg
8/1/2025,suzuki,cars,Suzuki Spacia 2015 Car,Chilaw,74000 (km),"Rs. 6,475,000","Rs. 6,475,000",650,2015,Suzuki,Spacia,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-sale-chilaw-10131641,https://riyasewana.com/thumb/thumbsuzuki-specia-11854434901.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R ZX 2025 Car,Kurunegala,,"Rs. 10,450,000","Rs. 10,450,000(Ongoing Lease)",650,2025,Suzuki,Wagon R ZX,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-10131546,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2025-118371812921.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2011 Car,Kandy,148500 (km),"Rs. 3,050,000","Rs. 3,050,000(Ongoing Lease)",800,2011,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kandy-10131495,https://riyasewana.com/thumb/thumbsuzuki-alto-118280322251.jpg
8/1/2025,suzuki,cars,Suzuki Alto Sport 2015 Car,Galle,95000 (km),Negotiable,Negotiable,800,2015,Suzuki,Alto Sport,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sport-sale-galle-10131483,https://riyasewana.com/thumb/thumbsuzuki-alto-sport-118255822821.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 2011 Car,Pannala,155000 (km),Negotiable,Negotiable,800,2011,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-pannala-10131459,https://riyasewana.com/thumb/thumbsuzuki-maruti-2011-118210412221.jpg
8/1/2025,suzuki,cars,Suzuki ALTO 2006 Car,Galle,14346 (km),Negotiable,Negotiable,800,2006,Suzuki,ALTO,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-galle-10131438,https://riyasewana.com/thumb/thumbsuzuki-atco-2006-118154412161.jpg
8/1/2025,suzuki,cars,Suzuki Spacia 2017 Car,Batticaloa,980000 (km),"Rs. 7,800,000","Rs. 7,800,000",650,2017,Suzuki,Spacia,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-sale-batticaloa-10131423,https://riyasewana.com/thumb/thumbsuzuki-spacia-11813044841.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2006 Car,Kurunegala,114000 (km),"Rs. 2,980,000","Rs. 2,980,000",800,2006,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kurunegala-10131415,https://riyasewana.com/thumb/thumbsuzuki-alto-11810594451.jpg
8/1/2025,suzuki,cars,Suzuki Alto Japan 2016 Car,Kadawatha,96618 (km),"Rs. 5,900,000","Rs. 5,900,000",660,2016,Suzuki,Alto Japan,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-japan-sale-kadawatha-10131270,https://riyasewana.com/thumb/thumbsuzuki-alto-japan-19132427831.jpg
8/1/2025,suzuki,cars,Suzuki SPACIA XS CUSTOM TURBO 2024 Car,Kottawa,,"Rs. 11,425,000","Rs. 11,425,000",660,2024,Suzuki,SPACIA XS CUSTOM TURBO,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-xs-sale-kottawa-10131242,https://riyasewana.com/thumb/thumbsuzuki-spacia-xs-2024-11743371246150.jpg
8/1/2025,suzuki,cars,Suzuki CELERIO X ZXIHIGHEST GRADE 2018 Car,Ja-Ela,78000 (km),"Rs. 5,975,000","Rs. 5,975,000",1000,2018,Suzuki,CELERIO X ZXIHIGHEST GRADE,Manual,Petrol,https://riyasewana.com/buy/suzuki-celerio-x-sale-ja-ela-10131221,https://riyasewana.com/thumb/thumbsuzuki-celerio-x-2018-117385812161.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 2012 Car,Mirigama,80000 (km),"Rs. 2,625,000","Rs. 2,625,000",-,2012,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-mirigama-10131191,https://riyasewana.com/thumb/thumbsuzuki-maruti-11730004841.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R 2018 Car,Homagama,28000 (km),"Rs. 7,050,000","Rs. 7,050,000",650,2018,Suzuki,Wagon R,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-10131075,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-2018-117094012181.jpg
8/1/2025,suzuki,cars,Suzuki Celero 2025 Car,Colombo,10 (km),"Rs. 5,400,000","Rs. 5,400,000",-,2025,Suzuki,Celero,Automatic,Electric,https://riyasewana.com/buy/suzuki-celero-sale-colombo-10131047,https://riyasewana.com/thumb/thumbsuzuki-celero-311001017031.jpg
8/1/2025,suzuki,cars,Suzuki LXI 2014 Car,Warakapola,102000 (km),"Rs. 3,975,000","Rs. 3,975,000",800,2014,Suzuki,LXI,Manual,Petrol,https://riyasewana.com/buy/suzuki-lxi-sale-warakapola-10131026,https://riyasewana.com/thumb/thumbno_100.jpg
8/1/2025,suzuki,cars,Suzuki Alto LXI 2014 Car,Warakapola,102000 (km),"Rs. 3,975,000","Rs. 3,975,000",800,2014,Suzuki,Alto LXI,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-lxi-sale-warakapola-10131014,https://riyasewana.com/thumb/thumbsuzuki-lxi-2014-117001012521.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R 2017 Car,Ratnapura,85000 (km),Negotiable,Negotiable,650,2017,Suzuki,Wagon R,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-ratnapura-10130977,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1165425871.jpg
8/1/2025,suzuki,cars,Suzuki Celerio Vxi 2015 Car,Ampara,1030000 (km),"Rs. 5,675,000",,,,,,,,https://riyasewana.com/buy/suzuki-celerio-vxi-sale-ampara-10130941,https://riyasewana.com/thumb/thumbmazda-celario-vxi-11646574511.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fx 2023 Car,Malabe,5262 (km),"Rs. 8,290,000","Rs. 8,290,000",650,2023,Suzuki,Wagon R Fx,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10130928,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1164424681.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fz 2017 Car,Malabe,63970 (km),"Rs. 7,395,000","Rs. 7,395,000",650,2017,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10130926,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1164332541.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R 2018 Car,Colombo,62000 (km),Negotiable,Negotiable,-,2018,Suzuki,Wagon R,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10130873,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-28135454571.jpg
8/1/2025,suzuki,cars,Suzuki Spacia Custom XS TURBO 2023 Car,Kurunegala,2200 (km),"Rs. 11,350,000","Rs. 11,350,000",660,2023,Suzuki,Spacia Custom XS TURBO,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-10130835,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2023-116261412351.jpg
8/1/2025,suzuki,cars,Suzuki Alto Japan 2004 Car,Kalutara,270000 (km),"Rs. 3,990,000","Rs. 3,990,000",650,2004,Suzuki,Alto Japan,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-japan-sale-kalutara-10130783,https://riyasewana.com/thumb/thumbsuzuki-japan-alto-2004-116163312321.jpg
8/1/2025,suzuki,cars,Suzuki Spacia Custom XS 2023 Car,Kurunegala,9000 (km),Negotiable,Negotiable,660,2023,Suzuki,Spacia Custom XS,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-spacia-custom-sale-kurunegala-10130751,https://riyasewana.com/thumb/thumbsuzuki-spacia-custom-2023-116124112951.jpg
8/1/2025,suzuki,cars,Suzuki SWIFT JAPAN CENTER ANTENNA 2006 Car,Malabe,139480 (km),"Rs. 4,595,000","Rs. 4,595,000",1300,2006,Suzuki,SWIFT JAPAN CENTER ANTENNA,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-japan-sale-malabe-10130725,https://riyasewana.com/thumb/thumbsuzuki-swift-auto-1160654421.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Fz 2017 Car,Kesbewa,90000 (km),"Rs. 7,200,000","Rs. 7,200,000",660,2017,Suzuki,Wagon R Fz,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-kesbewa-10130724,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-1160653701.jpg
8/1/2025,suzuki,cars,Suzuki ZEN MARUTI 2006 Car,Malabe,127480 (km),"Rs. 2,490,000","Rs. 2,490,000",990,2006,Suzuki,ZEN MARUTI,Manual,Petrol,https://riyasewana.com/buy/suzuki-zen-maruti-sale-malabe-10130702,https://riyasewana.com/thumb/thumbsuzuki-zen-maruti-1160339881.jpg
8/1/2025,suzuki,cars,Suzuki ALTO 2015 Car,Mahiyanganaya,90000 (km),"Rs. 4,100,000","Rs. 4,100,000",800,2015,Suzuki,ALTO,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-mahiyanganaya-10130679,https://riyasewana.com/thumb/thumbsuzuki-alto-115592922491.jpg
8/1/2025,suzuki,cars,Suzuki WAGON R FX Safety 2024 Car,Gampaha,9800 (km),Negotiable,Negotiable,660,2024,Suzuki,WAGON R FX Safety,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-10130664,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-11556194571.jpg
8/1/2025,suzuki,cars,Suzuki Celerio Vxi 2016 Car,Kurunegala,99500 (km),"Rs. 5,550,000","Rs. 5,550,000",1000,2016,Suzuki,Celerio Vxi,Automatic,Petrol,https://riyasewana.com/buy/suzuki-celerio-vxi-sale-kurunegala-10130644,https://riyasewana.com/thumb/thumbsuzuki-celerio-vxi-2016-115533512241.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Stingray 2014 Car,Piliyandala,107000 (km),"Rs. 6,280,000","Rs. 6,280,000",660,2014,Suzuki,Wagon R Stingray,Automatic,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-10130630,https://riyasewana.com/thumb/thumbsuzuki-wagon-2014-115511812281.jpg
8/1/2025,suzuki,cars,Suzuki WAGON R FX 2018 Car,Malabe,112470 (km),"Rs. 6,495,000","Rs. 6,495,000",650,2018,Suzuki,WAGON R FX,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10130584,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-11543541001.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R Stingray J Style 2015 Car,Matara,110000 (km),"Rs. 6,600,000","Rs. 6,600,000(Ongoing Lease)",660,2015,Suzuki,Wagon R Stingray J Style,Automatic,Hybrid,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-10130569,https://riyasewana.com/thumb/thumbsuzuki-j-style-2015-115422812511.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2004 Car,Galle,184000 (km),"Rs. 3,960,000","Rs. 3,960,000",650,2004,Suzuki,Alto,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-galle-10130545,https://riyasewana.com/thumb/thumbsuzuki-alto-1153842821.jpg
8/1/2025,suzuki,cars,Suzuki Wagon R 2004 Car,Hanwella,163000 (km),"Rs. 3,250,000","Rs. 3,250,000",1000,2004,Suzuki,Wagon R,Manual,Petrol,https://riyasewana.com/buy/suzuki-wagon-r-sale-hanwella-10130497,https://riyasewana.com/thumb/thumbsuzuki-wagon-r-11528444921.jpg
8/1/2025,suzuki,cars,Suzuki SWIFT RS Turbo 2017 Car,Panadura,83000 (km),"Rs. 8,790,000","Rs. 8,790,000",1000,2017,Suzuki,SWIFT RS Turbo,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-rs-sale-panadura-10130422,https://riyasewana.com/thumb/thumbsuzuki-swift-rs-2017-115143812811.jpg
8/1/2025,suzuki,cars,Suzuki Spacia XS Custom 2024 Car,Colombo,,"Rs. 11,350,000","Rs. 11,350,000",660,2024,Suzuki,Spacia XS Custom,Automatic,Petrol,https://riyasewana.com/buy/suzuki-spacia-xs-sale-colombo-10130409,https://riyasewana.com/thumb/thumbsuzuki-spacia-xs-115102222801.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 1994 Car,Mirigama,1234 (km),"Rs. 1,700,000","Rs. 1,700,000",800,1994,Suzuki,Maruti,Manual,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-mirigama-10130406,https://riyasewana.com/thumb/thumbsuzuki-maruti-11510154281.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2015 Car,Kotte,96000 (km),"Rs. 3,895,000","Rs. 3,895,000",800,2015,Suzuki,Alto,Manual,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kotte-10130372,https://riyasewana.com/thumb/thumbsuzuki-alto-115042522501.jpg
8/1/2025,suzuki,cars,Suzuki Swift 2008 Car,Gampaha,85000 (km),"Rs. 5,900,000","Rs. 5,900,000",1300,2008,Suzuki,Swift,Automatic,Petrol,https://riyasewana.com/buy/suzuki-swift-sale-gampaha-10130352,https://riyasewana.com/thumb/thumbsuzuki-swift-1150040201.jpg
8/1/2025,suzuki,cars,Suzuki Alto 2004 Car,Kalutara,123000 (km),"Rs. 4,000,000","Rs. 4,000,000",600,2004,Suzuki,Alto,Automatic,Petrol,https://riyasewana.com/buy/suzuki-alto-sale-kalutara-10130328,https://riyasewana.com/thumb/thumbsuzuki-alto-2024-114562812123.jpg
8/1/2025,suzuki,cars,Suzuki Maruti 2006 Car,Badulla,60 (km),Negotiable,Negotiable,18000,2006,Suzuki,Maruti,Automatic,Petrol,https://riyasewana.com/buy/suzuki-maruti-sale-badulla-10126304,https://riyasewana.com/thumb/thumbsuzuki-maruti-311957104611.jpg
